pl_name,hostname,disc_year,radius,temperature,mass,ra,dec,habitable
HAT-P-52 b,HAT-P-52,2015,11.31,1218,259.98494,42.7217412,29.0222492,FALSE
HAT-P-53 b,HAT-P-53,2015,14.773,1778,471.65972,21.8711012,38.9681137,FALSE
HAT-P-54 b,HAT-P-54,2015,10.581,818,241.5508,99.8979924,25.4824005,FALSE
HAT-P-55 b,HAT-P-55,2015,13.249,1313,184.97706,264.2735096,25.7311468,FALSE
HAT-P-56 b,HAT-P-56,2015,16.926,,734.1873,100.8480137,27.2521823,FALSE
HAT-P-57 b,HAT-P-57,2015,19.504,,448.1403,274.743418,10.5971968,FALSE
HAT-P-6 b,HAT-P-6,2007,16.589,,419.5356,354.7740917,42.4659866,FALSE
HAT-P-65 b,HAT-P-65,2016,21.185,1930,167.49641,315.9054895,11.9893675,FALSE
HAT-P-66 b,HAT-P-66,2016,17.822,1896,248.86089,150.5726262,53.9508237,FALSE
HAT-P-67 b,HAT-P-67,2017,23.371,1903,108.0622,256.6107279,44.7768849,FALSE
HAT-P-68 b,HAT-P-68,2020,12.016,1028,230.10892,118.4831501,23.9382192,FALSE
HAT-P-69 b,HAT-P-69,2019,18.786,1930,1137.8314,130.5056385,3.7105662,FALSE
HAT-P-7 b,HAT-P-7,2008,16.926,,584.8072,292.24719,47.9695429,FALSE
HAT-P-70 b,HAT-P-70,2019,20.961,2562,2154.8874,74.5523332,9.9979794,FALSE
HAT-P-8 b,HAT-P-8,2008,15.693,,406.8224,343.0414932,35.4471778,FALSE
HAT-P-9 b,HAT-P-9,2008,15.614,1540,238.05467,110.1685157,37.1405946,FALSE
HATS-1 b,HATS-1,2012,14.594,1359,589.55,175.5252399,-23.3548451,FALSE
HATS-10 b,HATS-10,2015,10.862,1407,167.17858,294.3068385,-22.2044872,FALSE
HATS-11 b,HATS-11,2016,18.03,1596,,289.4007603,-22.3900092,FALSE
HATS-12 b,HATS-12,2016,7.76,1446,,289.202402,-19.3559227,FALSE
HATS-13 b,HATS-13,2015,13.585,1244,172.58169,316.9614798,-26.0967205,FALSE
HATS-14 b,HATS-14,2015,11.646,1276,340.39593,313.2154754,-25.6873756,FALSE
HATS-15 b,HATS-15,2016,12.386,1505,689.6911,311.0920041,-19.4375266,FALSE
HATS-16 b,HATS-16,2016,14.572,1592,1039.3041,358.5588439,-30.0130385,FALSE
HATS-17 b,HATS-17,2016,8.709,814,425.25654,192.1895676,-47.6136789,FALSE
HATS-18 b,HATS-18,2016,14.897,2069,629.14449,173.9574203,-29.1560639,FALSE
HATS-2 b,HATS-2,2013,13.092,1577,427.463,176.7388264,-22.5630097,FALSE
HATS-22 b,HATS-22,2017,10.682,858,870.8542,174.0098693,-29.5433642,FALSE
HATS-23 b,HATS-23,2017,20.849,1654,467.2101,286.36675,-50.0673496,FALSE
HATS-24 b,HATS-24,2017,15.637,2166,718.2958,268.8907069,-61.7474,FALSE
HATS-25 b,HATS-25,2016,14.123,1277,194.82979,207.9076746,-23.7812403,FALSE
HATS-26 b,HATS-26,2016,19.616,1918,206.5895,144.9268593,-28.5856004,FALSE
HATS-27 b,HATS-27,2016,16.814,1659,168.4499,193.5524603,-46.5877159,FALSE
HATS-28 b,HATS-28,2016,13.384,1253,213.58176,284.3997616,-49.1385126,FALSE
HATS-29 b,HATS-29,2016,14.022,1212,207.54299,285.0965172,-54.8933408,FALSE
HATS-3 b,HATS-3,2013,15.48,1648,340.382,312.4574879,-24.4286938,FALSE
HATS-30 b,HATS-30,2016,13.171,1414,224.38798,5.618525,-59.9425892,FALSE
HATS-31 b,HATS-31,2016,18.383,1823,279.6904,191.7028214,-24.4273897,FALSE
HATS-32 b,HATS-32,2016,14,1437,292.4036,346.0750861,-21.2720168,FALSE
HATS-33 b,HATS-33,2016,13.787,1429,378.85336,294.6336944,-55.3302692,FALSE
HATS-34 b,HATS-34,2016,16.029,1445,299.07803,0.7744866,-62.4693167,FALSE
HATS-35 b,HATS-35,2016,16.41,2037,388.38826,296.688442,-63.5656488,FALSE
HATS-36 b,HATS-36,2018,12.92,1203,,291.4787013,-23.2028183,FALSE
HATS-37 A b,HATS-37 A,2020,6.793,1085,31.46517,199.80183,-22.9868431,FALSE
HATS-38 b,HATS-38,2020,6.882,1294,23.51942,154.2710615,-25.2762982,FALSE
HATS-39 b,HATS-39,2018,17.598,1645,200.2329,112.4192251,-29.9379163,FALSE
HATS-4 b,HATS-4,2014,11.433,1315,420.471,94.1120914,-22.5468824,FALSE
HATS-40 b,HATS-40,2018,17.71,2101,505.3497,100.5712467,-29.77678,FALSE
HATS-41 b,HATS-41,2018,14.908,1710,3082.951,103.5173558,-27.0504156,FALSE
HATS-42 b,HATS-42,2018,15.693,1856,597.5204,108.4523991,-33.4373462,FALSE
HATS-43 b,HATS-43,2018,13.227,1003,82.95363,80.5382418,-30.9708179,FALSE
HATS-44 b,HATS-44,2018,11.96,1161,177.9848,84.3267559,-27.9725758,FALSE
HATS-45 b,HATS-45,2018,14.415,1518,222.481,101.9942455,-21.9107112,FALSE
HATS-46 b,HATS-46,2018,10.122,1054,54.98459,6.7026401,-56.3161021,FALSE
HATS-47 b,HATS-47,2020,12.52,853,117.27927,287.4844021,-49.6649424,FALSE
HATS-48 A b,HATS-48 A,2020,8.967,955,77.23269,288.6720048,-59.5793505,FALSE
HATS-49 b,HATS-49,2020,8.575,835,112.19399,6.6135927,-56.3442798,FALSE
HATS-5 b,HATS-5,2014,10.223,1025,75.323,67.2228465,-21.4820568,FALSE
HATS-50 b,HATS-50,2017,12.666,,123.9537,300.4280761,-26.077564,FALSE
HATS-51 b,HATS-51,2017,15.805,1553,244.09344,102.8474248,-29.0586551,FALSE
HATS-52 b,HATS-52,2017,15.491,1834,711.9392,140.0875894,-31.2692116,FALSE
HATS-53 b,HATS-53,2017,15.02,1312,189.10885,176.628323,-33.8600764,FALSE
HATS-54 b,HATS-54,2019,11.96,1625,241.5508,200.6348641,-44.6888393,FALSE
HATS-55 b,HATS-55,2019,14.022,1367,292.72143,114.2833819,-32.7554188,FALSE
HATS-56 b,HATS-56,2019,18.921,1902,191.33366,180.165072,-45.7994559,FALSE
HATS-57 b,HATS-57,2019,12.767,1413,1000.21101,60.9482779,-19.0568182,FALSE
HATS-58 A b,HATS-58 A,2019,12.274,1721,327.3649,186.7873036,-48.9784105,FALSE
HATS-59 b,HATS-59,2018,12.621,1128,256.17098,170.324325,-22.388177,FALSE
HATS-59 c,HATS-59,2018,,176,4036.441,170.324325,-22.388177,FALSE
HATS-6 b,HATS-6,2015,11.187,713,101.38777,88.1468079,-19.0316268,FALSE
HATS-60 b,HATS-60,2018,12.924,1528,210.40346,341.3640336,-14.9917747,FALSE
HATS-61 b,HATS-61,2018,13.395,1226,1080.622,61.6578005,-25.3496674,FALSE
HATS-62 b,HATS-62,2018,11.825,1237,56.89157,312.4493079,-24.303506,FALSE
HATS-63 b,HATS-63,2018,13.529,1398,305.1168,67.418582,-28.1972149,FALSE
HATS-64 b,HATS-64,2018,18.82,1793,305.1168,144.2876092,-29.800444,FALSE
HATS-65 b,HATS-65,2018,16.825,1634,260.93843,292.9397825,-26.7402021,FALSE
HATS-66 b,HATS-66,2018,15.816,1998,1694.0339,101.3948048,-33.8816918,FALSE
HATS-67 b,HATS-67,2018,18.887,2193,460.8535,180.2087883,-46.1364201,FALSE
HATS-68 b,HATS-68,2018,13.809,1741,410.0007,15.006077,-58.9047242,FALSE
HATS-69 b,HATS-69,2018,10.593,1296,183.38791,289.2974275,-60.8917599,FALSE
HATS-7 b,HATS-7,2015,6.311,1084,38.1396,208.8567465,-21.2078587,FALSE
HATS-70 b,HATS-70,2019,15.513,2730,4100.007,109.1045212,-31.2443947,FALSE
HATS-71 b,HATS-71,2020,11.478,587,117.5971,15.5518893,-61.7561333,FALSE
HATS-72 b,HATS-72,2020,8.097,739,39.85588,339.0258401,-17.0003046,FALSE
HATS-8 b,HATS-8,2015,9.785,1324,43.86054,294.9416887,-25.7483655,FALSE
HATS-9 b,HATS-9,2015,13.85,1746,,290.8101704,-20.1663771,FALSE
HD 100546 b,HD 100546,2014,77.342,,,173.3555116,-70.1947897,FALSE
HD 100655 b,HD 100655,2011,,,511.7063,173.7653631,20.441541,FALSE
HD 100777 b,HD 100777,2007,,,327.3649,173.9646303,-4.7555425,FALSE
HD 10180 c,HD 10180,2010,,,13.22173,24.4731133,-60.5114881,FALSE
HD 10180 d,HD 10180,2010,,,12.01397,24.4731133,-60.5114881,FALSE
HD 10180 e,HD 10180,2010,,,25.58532,24.4731133,-60.5114881,FALSE
HD 10180 f,HD 10180,2010,,,22.94733,24.4731133,-60.5114881,FALSE
HD 10180 g,HD 10180,2010,,,23.26516,24.4731133,-60.5114881,FALSE
HD 10180 h,HD 10180,2010,,,65.66368,24.4731133,-60.5114881,FALSE
HD 101930 b,HD 101930,2005,,,79.4575,175.875608,-58.0053798,FALSE
HD 102117 b,HD 102117,2005,,,54.0311,176.2097267,-58.7040134,FALSE
HD 102195 b,HD 102195,2006,,,130.3103,176.4254063,2.8209912,FALSE
HD 102272 b,HD 102272,2008,,,1570.0802,176.5980316,14.1240201,FALSE
HD 102329 b,HD 102329,2011,,,2593.4928,176.6941567,3.4742143,FALSE
HD 102329 c,HD 102329,2018,,,483.1016,176.6941567,3.4742143,FALSE
HD 102365 b,HD 102365,2010,,,16,176.6208003,-40.4986211,FALSE
HD 102843 b,HD 102843,2019,,,113.9,177.5854673,-1.2522989,FALSE
HD 102956 b,HD 102956,2010,,,305.1168,177.8436988,57.6406584,FALSE
HD 103197 b,HD 103197,2009,,,28.6047,178.2201971,-50.2927911,FALSE
HD 103720 b,HD 103720,2014,,,197.046,179.1713308,-2.7791393,FALSE
HD 103774 b,HD 103774,2013,,,116,179.2310729,-12.1079951,FALSE
HD 103949 b,HD 103949,2019,,,11.2,179.5479558,-23.9241221,FALSE
HD 104067 b,HD 104067,2009,,,50.8528,179.7923543,-20.3556058,FALSE
HD 10442 b,HD 10442,2014,,,472.61321,25.471524,2.7044193,FALSE
HD 104985 b,HD 104985,2003,,,2637.9,181.3157854,76.9053359,FALSE
HD 106252 b,HD 106252,2002,,,2202.5619,183.3730583,10.0404302,FALSE
HD 106270 b,HD 106270,2011,,,3219.6179,183.4049258,-9.5135645,FALSE
HD 106315 b,HD 106315,2017,2.44,1153,12.6,183.4724742,-0.3934357,FALSE
HD 106315 c,HD 106315,2017,4.35,886,15.2,183.4724742,-0.3934357,FALSE
HD 10647 b,HD 10647,2006,,,298.75,25.6233526,-53.7412852,FALSE
HD 106515 A b,HD 106515 A,2012,,,3054.22,183.7762699,-7.2575413,FALSE
HD 106906 b,HD 106906,2013,,1800,3496,184.4713308,-55.9755805,FALSE
HD 10697 b,HD 10697,1999,,,2028.70889,26.2324076,20.0826974,FALSE
HD 107148 b,HD 107148,2005,,,66.741,184.8059773,-3.3199927,FALSE
HD 108147 b,HD 108147,2002,,,82.95,186.4409852,-64.0223492,FALSE
HD 108236 b,HD 108236,2020,1.615,,,186.5740627,-51.3630519,FALSE
HD 108236 c,HD 108236,2020,2.071,,,186.5740627,-51.3630519,FALSE
HD 108236 d,HD 108236,2020,2.539,,,186.5740627,-51.3630519,FALSE
HD 108236 e,HD 108236,2020,3.083,,,186.5740627,-51.3630519,FALSE
HD 108236 f,HD 108236,2021,2.017,,,186.5740627,-51.3630519,FALSE
HD 108341 b,HD 108341,2014,,,1112.4,186.8791724,-71.4224896,FALSE
HD 108863 b,HD 108863,2011,,,767.24162,187.5826081,21.9480993,FALSE
HD 108874 b,HD 108874,2002,,,451.3186,187.6126029,22.8794399,FALSE
HD 108874 c,HD 108874,2005,,,314.64,187.6126029,22.8794399,FALSE
HD 109246 b,HD 109246,2010,,,273.3338,188.027184,74.4893379,FALSE
HD 109271 b,HD 109271,2013,,,17.162,188.397397,-11.6215204,FALSE
HD 109271 c,HD 109271,2013,,,24.154,188.397397,-11.6215204,FALSE
HD 109749 b,HD 109749,2005,,,85.8141,189.3173489,-40.8121458,FALSE
HD 110014 b,HD 110014,2009,,,3524.59,189.8111935,-7.9956702,FALSE
HD 110082 b,HD 110082,2021,3.2,,,192.5892855,-88.1211107,FALSE
HD 110113 b,HD 110113,2021,2.05,1371,4.55,190.0365636,-44.3120777,FALSE
HD 110113 c,HD 110113,2021,,990,10.5,190.0365636,-44.3120777,FALSE
HD 111232 b,HD 111232,2003,,,2269.3062,192.2159553,-68.4246679,FALSE
HD 111591 b,HD 111591,2017,,,1398.452,192.5725483,22.8631285,FALSE
HD 111998 b,HD 111998,2016,,,1433.4133,193.2953521,-3.5531133,FALSE
HD 112640 b,HD 112640,2020,,,1589.15,194.2415171,67.2429122,FALSE
HD 113337 b,HD 113337,2013,,,899.42,195.4438496,63.610328,FALSE
HD 113538 b,HD 113538,2010,,,114.41,196.233933,-52.4463502,FALSE
HD 113538 c,HD 113538,2010,,,295.57,196.233933,-52.4463502,FALSE
HD 113996 b,HD 113996,2017,,,2002.329,196.794874,27.6244384,FALSE
HD 114386 b,HD 114386,2003,,,362.3262,197.6652124,-35.0561807,FALSE
HD 114613 b,HD 114613,2014,,,113.46531,198.0111842,-37.8028236,FALSE
HD 114729 b,HD 114729,2002,,,262.20975,198.1833997,-31.8746756,FALSE
HD 114762 b,HD 114762,1989,,,3397.6027,198.079631,17.517124,FALSE
HD 114783 b,HD 114783,2001,,,349.6,198.1818436,-2.2649921,FALSE
HD 114783 c,HD 114783,2018,,,194.19413,198.1818436,-2.2649921,FALSE
HD 11506 b,HD 11506,2007,,,1535.1189,28.2106607,-19.507396,FALSE
HD 11506 c,HD 11506,2008,,,129.67464,28.2106607,-19.507396,FALSE
HD 116029 b,HD 116029,2011,,,444.962,200.1646905,24.6484725,FALSE
HD 116029 c,HD 116029,2018,,,403.6441,200.1646905,24.6484725,FALSE
HD 117207 b,HD 117207,2004,,,612.14058,202.3368806,-35.5713041,FALSE
HD 11755 b,HD 11755,2015,,,1789.3829,29.707836,73.1521372,FALSE
HD 117618 b,HD 117618,2004,,,55.30242,203.1066418,-47.2719049,FALSE
HD 118203 b,HD 118203,2005,,,886.7457,203.509956,53.7281876,FALSE
HD 11964 b,HD 11964,2005,,,198,29.2884252,-10.2434693,FALSE
HD 11964 c,HD 11964,2008,,,25,29.2884252,-10.2434693,FALSE
HD 11977 b,HD 11977,2005,,,2080,28.7347403,-67.6469871,FALSE
HD 120084 b,HD 120084,2013,,,1430.2,205.661989,78.0646376,FALSE
HD 121504 b,HD 121504,2003,,,479.9233,209.3199062,-56.0404085,FALSE
HD 124330 b,HD 124330,2021,,,238.37131,212.8207093,54.4089731,FALSE
HD 12484 b,HD 12484,2016,,,947.1334,30.6115322,2.8158078,FALSE
HD 125390 b,HD 125390,2019,,,7043.1128,214.5387463,38.9669132,FALSE
HD 125595 b,HD 125595,2009,,,6.3566,215.3434326,-40.3942443,FALSE
HD 125612 b,HD 125612,2007,,,985.273,215.2227183,-17.4818147,FALSE
HD 125612 c,HD 125612,2009,,,17.48065,215.2227183,-17.4818147,FALSE
HD 125612 d,HD 125612,2009,,,2313.8024,215.2227183,-17.4818147,FALSE
HD 12648 b,HD 12648,2015,,,622.9468,34.7480718,85.7365329,FALSE
HD 126525 b,HD 126525,2018,,,75.32571,216.8852514,-51.9329118,FALSE
HD 12661 b,HD 12661,2000,,,772.3269,31.1423525,25.4135632,FALSE
HD 12661 c,HD 12661,2002,,,575.884,31.1423525,25.4135632,FALSE
HD 126614 b,HD 126614,2009,,,130.3103,216.7005171,-5.1784093,FALSE
HD 128311 b,HD 128311,2002,,,562.24127,219.0032292,9.7454368,FALSE
HD 128311 c,HD 128311,2005,,,1204.25787,219.0032292,9.7454368,FALSE
HD 128356 b,HD 128356,2016,,,282.8687,219.2702793,-25.8031728,FALSE
HD 129445 b,HD 129445,2009,,,508.507,221.5104196,-68.7629901,FALSE
HD 130322 b,HD 130322,1999,,,365.49,221.8857975,-0.2820782,FALSE
HD 131496 b,HD 131496,2011,,,572.094,223.3461495,18.2352618,FALSE
HD 131664 b,HD 131664,2008,,,6076.9096,225.0254554,-73.5352345,FALSE
HD 13167 b,HD 13167,2018,,,1052.0173,32.057635,-24.695575,FALSE
HD 13189 b,HD 13189,2005,,,3480.2385,32.4173964,32.3164548,FALSE
HD 132406 b,HD 132406,2007,,,1709.9254,224.2276121,53.3809615,FALSE
HD 132563 b,HD 132563,2011,,,473.547,224.5892892,44.0428571,FALSE
HD 133131 A b,HD 133131 A,2016,,,451.3186,225.8984524,-27.8431369,FALSE
HD 133131 A c,HD 133131 A,2016,,,133.4886,225.8984524,-27.8431369,FALSE
HD 133131 B b,HD 133131 B,2016,,,794.575,225.8999745,-27.8415947,FALSE
HD 134060 b,HD 134060,2019,,,10.1,227.6847587,-61.4223747,FALSE
HD 134060 c,HD 134060,2019,,,29.29,227.6847587,-61.4223747,FALSE
HD 134987 b,HD 134987,1999,,,511.7063,228.3675397,-25.3096721,FALSE
HD 134987 c,HD 134987,2009,,,260,228.3675397,-25.3096721,FALSE
HD 136352 b,HD 136352,2019,1.482,911,4.62,230.4401147,-48.3188174,FALSE
HD 136352 c,HD 136352,2019,2.608,682,11.29,230.4401147,-48.3188174,FALSE
HD 136352 d,HD 136352,2019,,433,10.5,230.4401147,-48.3188174,FALSE
HD 136418 b,HD 136418,2009,,,680.1562,229.7756438,41.732423,FALSE
HD 137388 b,HD 137388,2011,,,63.566,233.915082,-80.2044169,FALSE
HD 13808 b,HD 13808,2021,,,11.2,33.1780708,-53.7437591,FALSE
HD 13808 c,HD 13808,2021,,,9.96,33.1780708,-53.7437591,FALSE
HD 13908 b,HD 13908,2013,,,274.91,34.5609102,65.5941901,FALSE
HD 13908 c,HD 13908,2013,,,1630.4,34.5609102,65.5941901,FALSE
HD 13931 b,HD 13931,2009,,,699.226,34.1979991,43.7722065,FALSE
HD 139357 b,HD 139357,2008,,,3101.89,233.8173564,53.9221505,FALSE
HD 1397 b,HD 1397,2018,11.5,1228,131.89945,4.4471631,-66.3589285,FALSE
HD 14067 b,HD 14067,2014,,,2479,34.293348,23.7676546,FALSE
HD 141399 b,HD 141399,2014,,,143.34133,236.7235392,46.986288,FALSE
HD 141399 c,HD 141399,2014,,,422.7139,236.7235392,46.986288,FALSE
HD 141399 d,HD 141399,2014,,,375.0394,236.7235392,46.986288,FALSE
HD 141399 e,HD 141399,2014,,,209.7678,236.7235392,46.986288,FALSE
HD 141937 b,HD 141937,2002,,,3079.7727,238.0735585,-18.4359716,FALSE
HD 142 b,HD 142,2001,,,397.27,1.5836771,-49.0753625,FALSE
HD 142 c,HD 142,2012,,,1684.4,1.5836771,-49.0753625,FALSE
HD 142022 A b,HD 142022 A,2005,,,1411.1652,242.5481731,-84.2317494,FALSE
HD 142245 b,HD 142245,2011,,,975.7381,238.2342443,15.4306118,FALSE
HD 142415 b,HD 142415,2003,,,530.7761,239.418989,-60.2006948,FALSE
HD 143105 b,HD 143105,2016,,,384.5743,238.4023547,68.7199779,FALSE
HD 143361 b,HD 143361,2008,,,1122.57556,240.4588405,-44.4350575,FALSE
HD 145377 b,HD 145377,2008,,,1913.3366,242.9019658,-27.0781199,FALSE
HD 145457 b,HD 145457,2010,,,708.7609,242.5162215,26.7429068,FALSE
HD 145934 b,HD 145934,2015,,,724.62,243.2912249,13.2394527,FALSE
HD 1461 b,HD 1461,2010,,,6.44,4.6762645,-8.0536206,FALSE
HD 1461 c,HD 1461,2015,,,5.59,4.6762645,-8.0536206,FALSE
HD 147018 b,HD 147018,2009,,,674,245.7490012,-61.6901291,FALSE
HD 147018 c,HD 147018,2009,,,2080,245.7490012,-61.6901291,FALSE
HD 147379 b,HD 147379,2017,,,28.55,244.1725686,67.2392041,FALSE
HD 147513 b,HD 147513,2003,,,385,246.0057894,-39.1929661,FALSE
HD 14787 b,HD 14787,2018,,,356.28743,35.8085099,10.8367972,FALSE
HD 147873 b,HD 147873,2016,,,1633.6462,246.4380471,-33.5672217,FALSE
HD 147873 c,HD 147873,2016,,,731.009,246.4380471,-33.5672217,FALSE
HD 148156 b,HD 148156,2009,,,270.144,247.0723035,-46.3175085,FALSE
HD 148164 b,HD 148164,2018,,,390.9309,246.4351678,11.9190729,FALSE
HD 148164 c,HD 148164,2018,,,1640.0028,246.4351678,11.9190729,FALSE
HD 148427 b,HD 148427,2009,,,413.179,247.1171311,-13.3996231,FALSE
HD 149026 b,HD 149026,2005,8.295,,120.7754,247.6229827,38.3475349,FALSE
HD 149143 b,HD 149143,2005,,,422.7139,248.2126715,2.0844547,FALSE
HD 1502 b,HD 1502,2011,,,874.0325,4.8214389,14.054683,FALSE
HD 150706 b,HD 150706,2012,,,861.28,247.8255687,79.7894032,FALSE
HD 152079 b,HD 152079,2009,,,845.74563,253.3732313,-46.3333582,FALSE
HD 152581 b,HD 152581,2011,,,594.02427,253.4316451,11.9736828,FALSE
HD 15337 b,HD 15337,2019,1.64,1001,7.51,36.8678846,-27.6361171,FALSE
HD 15337 c,HD 15337,2019,2.39,642,8.11,36.8678846,-27.6361171,FALSE
HD 153950 b,HD 153950,2008,,,937.5985,256.1292826,-43.3103753,FALSE
HD 154345 b,HD 154345,2006,,,260.6206,255.6524619,47.0855544,FALSE
HD 154672 b,HD 154672,2008,,,1706.7471,257.520697,-56.4498041,FALSE
HD 154857 b,HD 154857,2004,,,778.6835,257.816194,-56.681038,FALSE
HD 154857 c,HD 154857,2014,,,819.97,257.816194,-56.681038,FALSE
HD 155193 b,HD 155193,2021,,,238.37131,257.4208876,10.0381003,FALSE
HD 155233 b,HD 155233,2015,,,826.358,257.7681391,-20.655164,FALSE
HD 155358 b,HD 155358,2007,,,314.6517,257.3930947,33.3549277,FALSE
HD 155358 c,HD 155358,2007,,,261,257.3930947,33.3549277,FALSE
HD 156279 b,HD 156279,2011,,,3140.1604,258.0966686,63.3527828,FALSE
HD 156279 c,HD 156279,2018,,,2733.338,258.0966686,63.3527828,FALSE
HD 156411 b,HD 156411,2009,,,235.18,259.9639522,-48.5502313,FALSE
HD 156668 b,HD 156668,2010,,,4.15,259.4183491,29.228161,FALSE
HD 156846 b,HD 156846,2007,,,3391.2461,260.1423366,-19.334365,FALSE
HD 158038 b,HD 158038,2011,,,486.2799,261.4395312,27.3030721,FALSE
HD 158259 b,HD 158259,2020,,,2.22,261.3495847,52.7904721,FALSE
HD 158259 c,HD 158259,2020,,,5.6,261.3495847,52.7904721,FALSE
HD 158259 d,HD 158259,2020,,,5.41,261.3495847,52.7904721,FALSE
HD 158259 e,HD 158259,2020,,,6.08,261.3495847,52.7904721,FALSE
HD 158259 f,HD 158259,2020,,,6.14,261.3495847,52.7904721,FALSE
HD 158996 b,HD 158996,2018,,,4449.62,259.9051092,80.1364033,FALSE
HD 159243 b,HD 159243,2013,,,359.13,263.3395365,5.7008254,FALSE
HD 159243 c,HD 159243,2013,,,603.9,263.3395365,5.7008254,FALSE
HD 159868 b,HD 159868,2006,,,704.94694,264.7466665,-43.1462347,FALSE
HD 159868 c,HD 159868,2012,,,244.09344,264.7466665,-43.1462347,FALSE
HD 1605 b,HD 1605,2015,,,296.85322,5.1317548,30.9750611,FALSE
HD 1605 c,HD 1605,2015,,,1150.5446,5.1317548,30.9750611,FALSE
HD 160691 b,HD 160691,2000,,,532.68308,266.0361585,-51.8348751,FALSE
HD 160691 c,HD 160691,2004,,,576.519,266.0361585,-51.8348751,FALSE
HD 160691 d,HD 160691,2004,,,10.5547,266.0361585,-51.8348751,FALSE
HD 160691 e,HD 160691,2006,,,165.8685,266.0361585,-51.8348751,FALSE
HD 16141 b,HD 16141,2000,,,82.6358,38.8323674,-3.5624887,FALSE
HD 16175 b,HD 16175,2009,,,1620.933,39.2577379,42.0624526,FALSE
HD 162020 b,HD 162020,2002,,,3127.4472,267.6599252,-40.3184646,FALSE
HD 163607 b,HD 163607,2010,,,249.05159,268.4181383,56.3924701,FALSE
HD 163607 c,HD 163607,2010,,,699.54383,268.4181383,56.3924701,FALSE
HD 16417 b,HD 16417,2008,,,22.1,39.2441029,-34.5790905,FALSE
HD 164509 b,HD 164509,2010,,,140.79869,270.3800811,0.1044685,FALSE
HD 164595 b,HD 164595,2015,,,16.14,270.1613723,29.5726698,FALSE
HD 164604 b,HD 164604,2009,,,635,270.7787177,-28.5608343,FALSE
HD 164922 b,HD 164922,2005,,,116,270.6304652,26.3104077,FALSE
HD 164922 c,HD 164922,2016,,,13,270.6304652,26.3104077,FALSE
HD 164922 d,HD 164922,2020,,,4,270.6304652,26.3104077,FALSE
HD 165155 b,HD 165155,2016,,,918.5287,271.4893395,-29.9172536,FALSE
HD 1666 b,HD 1666,2015,,,2040,5.2180424,-19.9314823,FALSE
HD 166724 b,HD 166724,2012,,,1121.89,273.4988604,-42.5757218,FALSE
HD 167042 b,HD 167042,2007,,,540.29,272.6326268,54.2876184,FALSE
HD 168443 b,HD 168443,1998,,,2434.157,275.0159879,-9.5966905,FALSE
HD 168443 c,HD 168443,2000,,,5464.221,275.0159879,-9.5966905,FALSE
HD 168746 b,HD 168746,2002,,,85.8141,275.4573269,-11.9229757,FALSE
HD 1690 b,HD 1690,2010,,,2793.7257,5.3055886,-8.2811442,FALSE
HD 169830 b,HD 169830,2000,,,915.31,276.9561859,-29.8167919,FALSE
HD 169830 c,HD 169830,2003,,,1283.98,276.9561859,-29.8167919,FALSE
HD 170469 b,HD 170469,2007,,,209.7678,277.2955423,11.6954244,FALSE
HD 17092 b,HD 17092,2007,,,3219.6179,41.5924261,49.6530375,FALSE
HD 171028 b,HD 171028,2007,,,832.7146,278.0643694,6.9456827,FALSE
HD 171238 b,HD 171238,2009,,,864.4976,278.6818389,-28.0727849,FALSE
HD 17156 b,HD 17156,2007,12.33,,1115.5833,42.4366123,71.7530882,FALSE
HD 173416 b,HD 173416,2008,,,858.1,280.9005676,36.556857,FALSE
HD 175167 b,HD 175167,2009,,,2850.9351,285.0033888,-69.9450664,FALSE
HD 175541 b,HD 175541,2007,,,190.06234,283.9203211,4.2649344,FALSE
HD 175607 b,HD 175607,2015,,,8.98,285.2742901,-66.1943379,FALSE
HD 17674 b,HD 17674,2017,,,276.5121,42.7684964,30.2865981,FALSE
HD 176986 b,HD 176986,2017,,,5.74,285.7739138,-11.044941,FALSE
HD 176986 c,HD 176986,2017,,,9.18,285.7739138,-11.044941,FALSE
HD 177565 b,HD 177565,2017,,,15.1,286.7175787,-37.8122394,FALSE
HD 177830 b,HD 177830,1999,,,537.1327,286.3363574,25.9204327,FALSE
HD 177830 c,HD 177830,2010,,,47.6725,286.3363574,25.9204327,FALSE
HD 178911 B b,HD 178911 B,2001,,,2552.1749,287.2632091,34.6006972,FALSE
HD 179079 b,HD 179079,2008,,,25.74423,287.7903733,-2.6387703,FALSE
HD 179949 b,HD 179949,2000,,,291.12,288.8890182,-24.1797939,FALSE
HD 180053 b,HD 180053,2018,,,697.31902,288.4008374,34.9146658,FALSE
HD 18015 b,HD 18015,2018,,,1010.6994,43.3636339,-8.8480392,FALSE
HD 180314 b,HD 180314,2010,,,6397.9179,288.7094401,31.8604391,FALSE
HD 180617 b,HD 180617,2018,,,12.214,289.2277322,5.1631615,FALSE
HD 180902 b,HD 180902,2009,,,535.54355,289.8239604,-23.5582432,FALSE
HD 181234 b,HD 181234,2019,,,2660.2371,289.9998695,-9.32497,FALSE
HD 181342 b,HD 181342,2009,,,807.2882,290.2674078,-23.6196996,FALSE
HD 181433 b,HD 181433,2008,,,6.3566,291.2873731,-66.4677838,FALSE
HD 181433 c,HD 181433,2008,,,203,291.2873731,-66.4677838,FALSE
HD 181433 d,HD 181433,2008,,,171,291.2873731,-66.4677838,FALSE
HD 181720 b,HD 181720,2009,,,127.132,290.7212224,-32.9208401,FALSE
